,Unnamed: 0,UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,SpammerOrNot,Current_Time,Reputation,AgeOfAccount,TweetPerDay,TweetPerFollower,AgeByFollowing
519,519,7.14e+17,vladimirov1963i,2016-03-28 15:22:00,0,92,2.0,0,0.0,1.0,0.0,0.0,0.0,5289,1,2021-07-06 16:08:28,3.0,1926.0322685185185,2.7460599110669297,57.49,963.0161342592593
520,520,3251637472.0,PronyaevaKristi,2015-05-13 13:42:00,62,72,36.0,0,0.0,1.0,0.0,0.0,0.033333333,5312,1,2021-07-06 16:08:28,37.0,2246.101712962963,2.3649863981416197,73.78,62.3917142489712
521,521,293312470.0,frosiy123456,2011-05-05 03:52:00,0,32,1.0,0,0.0,1.0,0.0,0.0,0.0,6220,1,2021-07-06 16:08:28,2.0,3715.5114351851853,1.6740629408640182,194.38,3715.5114351851853
522,522,333328395.0,Olcha_Dilgizhek,2011-11-07 11:03:00,0,50,2.0,0,0.0,2.0,0.0,0.0,0.0,3473,1,2021-07-06 16:08:28,3.0,3529.2121296296295,0.9840723290170917,69.46,1764.6060648148148
523,523,913187808.0,frank_thetank26,2012-10-29 20:37:00,73,238,243.0,"Miami, Fl",0.333333333,0.466666667,1.3,3892.1,8.666666667000001,14136,1,2021-07-06 16:08:28,244.0,3171.8135185185183,4.456756337491935,59.39,13.052730528882792
524,524,1.11e+18,WowVideos7,2019-03-22 15:19:00,4,90,48.0,0,13.0,1.0,0.0,0.0,0.433333333,191,1,2021-07-06 16:08:28,49.0,837.0343518518519,0.2281865727224125,2.12,17.438215663580248
525,525,385004087.0,alexej_mir,2011-04-10 18:10:00,0,59,15.0,0,0.0,1.0,0.0,0.0,0.0,5257,1,2021-07-06 16:08:28,16.0,3739.915601851852,1.4056466935769756,89.1,249.32770679012347
526,526,7.22e+17,kolot_50,2016-04-19 15:02:00,0,79,28.0,0,0.0,2.0,0.0,0.0,0.0,5232,1,2021-07-06 16:08:28,29.0,1904.0461574074075,2.7478325457845045,66.23,68.00164847883597
527,527,301394800.0,erMerry,2011-05-19 11:55:00,102,74,15.0,Russia,0.0,1.0,0.0,0.0,0.033333333,5849,1,2021-07-06 16:08:28,16.0,3701.1760185185185,1.580308521057909,79.04,246.74506790123456
528,528,4038287489.0,KetiFredi,2015-10-25 10:39:00,0,33,25.0,0,0.0,1.033333333,0.0,0.0,0.0,2882,1,2021-07-06 16:08:28,26.0,2081.2287962962964,1.3847588526204981,87.33,83.24915185185186
529,529,856826370.0,gerardo63665738,2012-01-10 18:41:00,52,1093,1150.0,Chilangolandia,1.066666667,0.933333333,2.666666667,45.7,0.0,40025,1,2021-07-06 16:08:28,1151.0,3464.894074074074,11.551579685937703,36.62,3.0129513687600644
530,530,1.1e+18,mckl3b,2019-02-15 13:09:00,0,130,375.0,0,0.166666667,0.7,1.6,91.36666667,0.0,78,1,2021-07-06 16:08:28,376.0,872.1246296296297,0.08943675863520185,0.6,2.3256656790123458
531,531,1.07e+18,x0CcNNYbn6TEYb3,2018-12-18 06:11:00,0,1,47.0,0,0.066666667,1.033333333,1.4333333330000002,740.5,0.0,132,1,2021-07-06 16:08:28,48.0,931.4149074074074,0.14171987043606793,132.0,19.817338455476754
532,532,211267565.0,MeFrancescaLe,2010-02-11 19:52:00,20,15112,4390.0,0,0.0,2.0,0.0,0.266666667,0.8666666670000001,140861,1,2021-07-06 16:08:28,4391.0,4162.844768518518,33.837677797947265,9.32,0.9482562115076352
534,534,1.02e+18,stroker_the,2018-07-29 13:16:00,67,449,662.0,0,0.266666667,0.6333333329999999,1.166666667,7.8,0.3666666670000001,606,1,2021-07-06 16:08:28,663.0,1073.1197685185184,0.5647086353060157,1.35,1.6210268406624144
535,535,8.64e+17,AlejandroMR518,2017-05-14 22:11:00,5,114,310.0,0,0.666666667,0.8666666670000001,1.033333333,49.33333333,0.0,5553,1,2021-07-06 16:08:28,311.0,1513.7482407407408,3.6683775085893298,48.71,4.883058841099164
536,536,9.5e+17,IvanLeo93170594,2018-08-01 00:52:00,0,222,179.0,0,0.333333333,1.066666667,1.766666667,113.53333329999998,0.0,44675,1,2021-07-06 16:08:28,180.0,1070.6364351851853,41.7275169532902,201.24,5.981209135112767
537,537,3865693940.0,NiceGuy30462000,2015-12-10 04:15:00,124,1279,4418.0,United States,1.933333333,1.8,3.466666667,385.2666667,0.0,39847,1,2021-07-06 16:08:28,4419.0,2035.495462962963,19.576069180717717,31.15,0.4607278096339889
539,539,1.07e+18,ozzy231231,2018-03-12 22:23:00,0,101,2075.0,0,0.433333333,0.833333333,1.1,412.6666667,0.0,1137,1,2021-07-06 16:08:28,2076.0,1211.7399074074074,0.9383201733717609,11.26,0.5839710397144132
540,540,2578792763.0,sergexxxcon,2014-02-06 23:17:00,25,15,374.0,cuautilan izcalli,2.866666667,1.866666667,2.6,1112.9,0.0,3290,1,2021-07-06 16:08:28,375.0,2706.7024074074075,1.2155011910420175,219.33,7.237172212319272
541,541,1.07e+18,Milfiliciouss,2018-12-15 23:28:00,45,4012,18.0,0,0.133333333,1.0,0.0,1.1,5.366666667,3216,1,2021-07-06 16:08:28,19.0,933.6947685185186,3.4443804425538183,0.8,51.871931584362144
542,542,3194842340.0,ReneF1,2015-05-14 02:04:00,108,638,2203.0,0,0.0,1.0,1.0,18.36666667,0.0,30015,1,2021-07-06 16:08:28,2204.0,2245.586435185185,13.36621896610485,47.05,1.0193311099342648
543,543,2946128115.0,horndog_91,2014-12-28 17:52:00,66,1202,3852.0,0,0.3666666670000001,0.8666666670000001,1.5,183.5666667,0.0,35916,1,2021-07-06 16:08:28,3853.0,2381.928101851852,15.078540772106756,29.88,0.6183613971578016
544,544,1.11e+18,MalikaShehzadi1,2019-02-04 06:38:00,36,85,398.0,Pakistan,0.666666667,0.933333333,1.833333333,69.13333333,0.0,405,1,2021-07-06 16:08:28,399.0,883.3961574074074,0.4584579597771794,4.76,2.2195883351944907
545,545,1.03e+18,KPubefairy,2018-08-20 13:56:00,110,796,109.0,"Wales, United Kingdom",1.933333333,0.6333333329999999,1.666666667,4.0,1.933333333,2173,1,2021-07-06 16:08:28,110.0,1051.0919907407408,2.0673737590452115,2.73,9.643045786612301
546,546,101641624.0,sukaewean,2010-04-01 03:03:00,0,65,571.0,0,0.0,0.9,1.0,196.1666667,0.0,3004,1,2021-07-06 16:08:28,572.0,4114.545462962963,0.7300927956782769,46.22,7.205858954400986
547,547,9.56e+17,jcroldanroldan1,2018-01-24 04:06:00,0,393,3734.0,0,0.7666666670000001,1.066666667,1.1,158.7,0.0,9382,1,2021-07-06 16:08:28,3735.0,1259.501712962963,7.4489775626656,23.87,0.33730629699061676
549,549,1.04e+18,Cris9666450351,2018-03-09 04:12:00,0,19,44.0,0,0.7666666670000001,0.8,1.4,97.53333333,0.0,1845,1,2021-07-06 16:08:28,45.0,1215.4975462962964,1.5178969349809388,97.11,27.624944234006737
550,550,125706019.0,Grinder0420,2010-03-23 16:13:00,96,2305,2587.0,0,0.1,0.7,1.1,22.43333333,0.066666667,143508,1,2021-07-06 16:08:28,2588.0,4122.996851851852,34.80672073167922,62.26,1.5937367034603216
551,551,1055696622.0,Giovannini8,2013-02-01 17:56:00,0,1755,2130.0,0,0.833333333,1.766666667,3.6,138.7333333,0.0,150737,1,2021-07-06 16:08:28,2131.0,3076.925324074074,48.989489221796646,85.89,1.4445658798469831
552,552,613357772.0,THChennai,2012-06-20 11:24:00,145,62144,297.0,"Chennai, India",0.466666667,0.266666667,1.166666667,9.7,11.7,21157,0,2021-07-06 16:08:28,298.0,3303.1975462962964,6.405005968753593,0.34,11.121877260256891
553,553,284920800.0,news18dotcom,2011-04-20 06:14:00,75,109825,161.0,India,0.6,0.933333333,0.333333333,5.366666667,6.3666666670000005,78784,0,2021-07-06 16:08:28,162.0,3730.4128240740743,21.11937839468343,0.72,23.170265988037727
554,554,1943418931.0,polimernews,2013-07-10 08:07:00,102,237690,156.0,Chennai,2.3,1.0,0.0,1.7,10.96666667,85765,0,2021-07-06 16:08:28,157.0,2918.334351851852,29.388339257829436,0.36,18.707271486229818
555,555,7.41e+17,MalaimurasuTv,2016-09-06 07:58:00,0,7449,323.0,"Chennai, India",0.0,1.0,0.9,0.0,0.133333333,38658,0,2021-07-06 16:08:28,324.0,1764.340601851852,21.910735353153786,5.19,5.462354804494898
556,556,7.78e+17,newsglitzcom,2016-09-19 12:43:00,0,1271,1022.0,0,1.833333333,1.9,1.4,0.4,0.7666666670000001,2482,0,2021-07-06 16:08:28,1023.0,1751.1426851851852,1.4173602305499884,1.95,1.7134468543886352
557,557,1591105346.0,tangedconews,2013-07-13 14:12:00,0,989,118.0,Tirupur,0.0,0.466666667,0.0,0.0,0.233333333,2100,0,2021-07-06 16:08:28,119.0,2915.0808796296296,0.7203916758106594,2.12,24.704075251098555
559,559,4087953322.0,Arappor,2015-01-11 06:03:00,23,6727,120.0,"Chennai, India",0.7333333329999999,0.9,0.533333333,8.566666667,12.36666667,2173,0,2021-07-06 16:08:28,121.0,2368.420462962963,0.9174891173172494,0.32,19.736837191358024
560,560,1073676020.0,IndiaTodayFLASH,2013-09-01 12:46:00,62,1105348,118.0,0,1.0,0.466666667,1.3666666669999998,10.4,0.0,210880,0,2021-07-06 16:08:28,119.0,2865.140601851852,73.60197257464435,0.19,24.28085255806654
561,561,57279305.0,NatarajIPS,2009-07-16 08:20:00,159,2686,49.0,Chennai,0.166666667,0.6333333329999999,0.2,8.1,1.666666667,548,0,2021-07-06 16:08:28,50.0,4373.325324074074,0.12530510753073767,0.2,89.25153722600152
562,562,28995530.0,vikatan,2009-05-04 14:32:00,23,535237,13.0,"Tamilnadu, India",1.466666667,0.966666667,0.033333333,8.3,28.9,116135,0,2021-07-06 16:08:28,14.0,4446.066990740741,26.120838989124458,0.22,342.00515313390315
563,563,9.23e+17,fx16pix,2017-10-24 03:25:00,126,2257,627.0,"Chennai, India",0.7666666670000001,1.033333333,1.466666667,5.5,34.5,6712,0,2021-07-06 16:08:28,628.0,1351.5301851851852,4.966222784791395,2.97,2.1555505345856223
564,564,4889819537.0,deccanchennai,2016-08-02 21:13:00,151,520,87.0,"Chennai, India",1.1,0.566666667,2.566666667,1.9,0.0,1725,0,2021-07-06 16:08:28,88.0,1798.7885185185185,0.9589787694557387,3.32,20.675730097914006
565,565,19519947.0,DeccanChronicle,2009-01-26 04:16:00,91,63043,187.0,India,1.066666667,0.9,0.2,0.7,1.766666667,297998,0,2021-07-06 16:08:28,188.0,4544.494768518519,65.57340588536881,4.73,24.302111061596356
566,566,245687754.0,PTI_News,2011-01-02 07:31:00,35,1931329,1.0,"New Delhi, India",0.1,0.3,0.133333333,100.0333333,297.3,56116,0,2021-07-06 16:08:28,2.0,3838.359351851852,14.619788002112497,0.03,3838.359351851852
567,567,442782547.0,BBCIndia,2011-12-21 13:19:00,91,131942,343.0,India,0.3,0.833333333,0.433333333,254.2333333,17.13333333,16040,0,2021-07-06 16:08:28,344.0,3485.117685185185,4.602427076762459,0.12,10.160692959723571
568,568,442782547.0,BBCIndia,2011-12-21 13:19:00,91,131943,343.0,India,0.3,0.833333333,0.433333333,254.2333333,17.13333333,16040,0,2021-07-06 16:08:28,344.0,3485.117685185185,4.602427076762459,0.12,10.160692959723571
569,569,241069726.0,tamil_murasu,2011-01-21 11:33:00,61,1731,23.0,Chennai,0.0,1.666666667,0.0,0.1,0.233333333,780,0,2021-07-06 16:08:28,24.0,3819.1912962962965,0.2042317180489005,0.45,166.05179549114334
570,570,1704625526.0,TamilTheHindu,2013-08-27 12:52:00,15,366005,8.0,"Chennai, Tamil Nadu, India",1.833333333,1.1,0.066666667,1.466666667,12.06666667,120148,0,2021-07-06 16:08:28,9.0,2870.1364351851853,41.861424609331465,0.33,358.76705439814816
571,571,128609455.0,maalaimalar,2010-01-04 16:54:00,136,170508,450.0,"Chennai, India",1.466666667,1.166666667,0.3,1.8,8.5,191728,0,2021-07-06 16:08:28,451.0,4200.968379629629,45.639000981222175,1.12,9.335485288065843
572,572,134758540.0,timesofindia,2010-04-19 10:50:00,153,11751572,509.0,New Delhi,0.6,1.3666666669999998,0.466666667,5.3,24.8,463028,0,2021-07-06 16:08:28,510.0,4096.221157407407,113.03784200291106,0.04,8.047585770937932
573,573,171825995.0,Andrew_Sesuraj,2010-07-28 07:35:00,87,624,451.0,"Chennai, India",0.066666667,0.8666666670000001,0.1,0.033333333,0.6333333329999999,515,0,2021-07-06 16:08:28,452.0,3996.356574074074,0.12886737968804038,0.83,8.861101051162027
574,574,8.99e+17,KarthiAk57,2017-08-18 18:37:00,23,1101,1238.0,India,0.266666667,0.333333333,1.333333333,51.43333333,0.2,3696,0,2021-07-06 16:08:28,1239.0,1417.8968518518518,2.60667762621295,3.36,1.1453124813019804
575,575,88643957.0,anilachankunju,2009-09-11 11:26:00,119,32,2.0,New Delhi,0.133333333,0.6,0.6333333329999999,86.46666667,0.0,27,0,2021-07-06 16:08:28,3.0,4316.196157407408,0.00625550809447409,0.84,2158.098078703704
576,576,1.05e+18,itisaprashanth,2018-10-23 16:46:00,85,227,15.0,"Chennai, India",2.0333333330000003,0.4,0.7,26.7,1.5666666669999998,1051,0,2021-07-06 16:08:28,16.0,986.9739351851852,1.0648710797036416,4.63,65.798262345679
577,577,1.01e+18,Vishnuaiadmk1,2018-06-20 04:41:00,31,456,60.0,"Cuddalore, India",0.2,0.6,0.8,160.6333333,2.933333333,147,0,2021-07-06 16:08:28,61.0,1112.4774074074073,0.13213751490250822,0.32,18.54129012345679
578,578,1.01e+18,admk_surya,2018-06-18 07:45:00,0,112,12.0,0,0.0,0.033333333,0.033333333,0.0,0.0,1,0,2021-07-06 16:08:28,13.0,1114.3496296296296,0.0008973844235335409,0.01,92.86246913580247
579,579,1.01e+18,AdmkSivaranjan,2018-06-20 05:19:00,0,148,25.0,Salem,0.066666667,0.066666667,0.1,0.066666667,0.0,2,0,2021-07-06 16:08:28,26.0,1112.4510185185186,0.0017978319644701792,0.01,44.49804074074074
580,580,1.01e+18,rajivgandhi_n,2018-06-19 00:01:00,10,387,54.0,"Tiruchirapalli, India",0.2,0.7,0.7333333329999999,12.63333333,3.266666667,48,0,2021-07-06 16:08:28,55.0,1113.671851851852,0.04310066732869646,0.12,20.62355281207133
581,581,1.01e+18,prabhaayyappan,2018-06-18 12:11:00,46,91,11.0,"Allinagaram, Theni",0.0,0.233333333,0.066666667,0.0,0.1,7,0,2021-07-06 16:08:28,12.0,1114.1649074074073,0.006282732433467651,0.08,101.28771885521884
582,582,1.01e+18,admk_satheesh,2018-11-06 08:53:00,8,591,204.0,"Tamil Nadu, India",0.0,1.0,0.0,0.433333333,2.6,254,0,2021-07-06 16:08:28,205.0,973.3024074074074,0.26096719587551587,0.43,4.771090232389252
583,583,1.01e+18,Sai72100878,2018-06-18 09:27:00,0,217,29.0,"Chennai, India",0.1,0.066666667,0.033333333,0.066666667,0.133333333,3,0,2021-07-06 16:08:28,30.0,1114.2787962962964,0.0026923244074746567,0.01,38.42340676883781
584,584,1.01e+18,AdmkArun,2018-06-14 07:12:00,8,302,145.0,"Tiruppur, India",0.9,0.6333333329999999,1.266666667,0.533333333,7.633333332999999,28,0,2021-07-06 16:08:28,146.0,1118.3725462962964,0.025036379954718427,0.09,7.712914112388251
585,585,1.01e+18,SelvaMugavai,2018-06-20 02:04:00,0,176,55.0,0,0.0,0.2,0.3,0.1,1.233333333,6,0,2021-07-06 16:08:28,56.0,1112.586435185185,0.005392839432741534,0.03,20.228844276094275
586,586,1.01e+18,Veerasa23144200,2018-06-19 01:21:00,104,140,142.0,"Padmanabhapuram, Tamil Nadu",0.033333333,0.233333333,0.1,1.133333333,0.1,10,0,2021-07-06 16:08:28,143.0,1113.6162962962962,0.008979753648773233,0.07,7.842368283776734
587,587,1.01e+18,SelvamAdmk,2018-06-18 10:20:00,0,125,11.0,"Coimbatore, India",0.033333333,0.033333333,0.0,0.0,0.033333333,1,0,2021-07-06 16:08:28,12.0,1114.2419907407407,0.000897471113375656,0.01,101.29472643097643
588,588,1.01e+18,VHh0ryw5wTWZQgV,2018-06-19 12:27:00,9,411,142.0,"Tamil Nadu, India",0.3,0.266666667,0.333333333,0.7666666670000001,2.333333333,12,0,2021-07-06 16:08:28,143.0,1113.1537962962964,0.010780181534597104,0.03,7.839111241523214
589,589,1.01e+18,Jaganat39464129,2018-06-18 09:00:00,0,245,44.0,"Tirupathur, India",0.033333333,0.1,1.133333333,0.133333333,0.3666666670000001,12,0,2021-07-06 16:08:28,45.0,1114.2975462962963,0.010769116417680014,0.05,25.324944234006736
590,590,7.92e+17,maalaitamizhaga,2016-10-27 09:57:00,21,1147,4915.0,"Chennai, India",0.0,1.0,0.0,0.1,0.8666666670000001,2603,0,2021-07-06 16:08:28,4916.0,1713.257962962963,1.519327536349686,2.27,0.34857740853773406
591,591,1.01e+18,vijayadmk3,2018-06-18 05:40:00,19,432,220.0,"Salem, IN",0.933333333,0.8,1.1,6.0,0.0,130,0,2021-07-06 16:08:28,221.0,1114.4364351851852,0.11665088819390401,0.3,5.06562015993266
592,592,7.36e+17,chandanmedia,2016-05-27 08:07:00,139,1455,364.0,"नई दिल्ली, भारत",0.966666667,0.7666666670000001,0.966666667,195.4666667,5.366666667,3883,0,2021-07-06 16:08:28,365.0,1866.3343518518518,2.080548962808905,2.67,5.127292175417176
593,593,7.37e+17,SspGhaziabad,2016-05-29 13:05:00,0,53971,112.0,"गाज़ियाबाद, भारत",2.6,0.2,5.3,220.0,0.0,1953,0,2021-07-06 16:08:28,113.0,1864.1274074074074,1.047675170827618,0.04,16.643994708994708
594,594,8.97e+17,shivpal_rana,2017-08-15 06:30:00,36,24,49.0,0,0.033333333,0.233333333,0.133333333,0.033333333,0.0,7,0,2021-07-06 16:08:28,50.0,1421.401712962963,0.004924716170074291,0.29,29.00819822373394
595,595,7.75e+17,policemedianews,2016-12-09 14:34:00,98,4713,528.0,"नई दिल्ली, भारत",1.2,0.966666667,0.6,0.333333333,1.033333333,19148,0,2021-07-06 16:08:28,529.0,1670.0656018518519,11.465417872667842,4.06,3.1630030338103254
596,596,4848168385.0,uppstf,2016-02-02 06:58:00,0,11090,63.0,"Lucknow, Uttar Pradesh",0.833333333,0.666666667,1.066666667,220.1666667,131.4333333,315,0,2021-07-06 16:08:28,64.0,1981.3822685185185,0.1589799227564128,0.03,31.450512198706644
597,597,34245009.0,indiatvnews,2009-04-22 11:26:00,131,675330,28.0,India,2.1,1.833333333,0.333333333,10.86666667,32.3,426475,0,2021-07-06 16:08:28,29.0,4458.196157407408,95.6608872607368,0.63,159.22129133597883
598,598,39743812.0,EconomicTimes,2009-05-13 12:54:00,120,3201871,44.0,0,1.7,0.833333333,0.6,2.933333333,4.533333333,386241,0,2021-07-06 16:08:28,45.0,4437.135046296296,87.04738439782167,0.12,100.84397832491582
599,599,372754427.0,BBCHindi,2011-09-13 10:54:00,157,1122950,209.0,India/London,0.1,1.033333333,0.033333333,58.8,237.6666667,101591,0,2021-07-06 16:08:28,210.0,3584.2183796296295,28.343976075056503,0.09,17.149370237462342
600,600,1056850669.0,airnewsalerts,2013-03-01 04:15:00,114,2050934,15.0,"New Delhi, India",2.733333333,1.333333333,0.333333333,16.7,62.6,227527,0,2021-07-06 16:08:28,16.0,3049.495462962963,74.61135875208987,0.11,203.2996975308642
601,601,98362607.0,News18India,2009-12-21 12:11:00,47,1035828,89.0,India,2.0333333330000003,2.0,1.5666666669999998,20.73333333,100.5333333,285841,0,2021-07-06 16:08:28,90.0,4215.164907407408,67.81253077375098,0.28,47.361403454015814
602,602,39240673.0,abpnewstv,2009-11-05 12:25:00,40,8254265,165.0,India,2.333333333,1.933333333,0.6,20.3,99.3,194592,0,2021-07-06 16:08:28,166.0,4261.1551851851855,45.66648984682383,0.02,25.825182940516274
603,603,37034483.0,ndtv,2009-01-05 20:34:00,31,11375975,14.0,India,0.6333333329999999,1.033333333,0.5,5.4,19.46666667,596778,0,2021-07-06 16:08:28,15.0,4564.815601851852,130.73430606000807,0.05,326.0582572751323
604,604,37034483.0,ndtv,2009-01-05 20:34:00,31,11375976,14.0,India,0.6333333329999999,1.033333333,0.5,5.4,19.46666667,596778,0,2021-07-06 16:08:28,15.0,4564.815601851852,130.73430606000807,0.05,326.0582572751323
605,605,461841349.0,ZeeNewsHindi,2012-12-01 07:52:00,110,1868916,22.0,India,2.0333333330000003,2.9,1.5,244.9666667,992.1666667000003,181026,0,2021-07-06 16:08:28,23.0,3139.3447685185183,57.663625166415734,0.1,142.69748947811448
606,606,177829660.0,THexplains,2010-08-13 04:41:00,74,592737,45.0,0,0.6333333329999999,0.966666667,0.133333333,19.96666667,71.2,141753,0,2021-07-06 16:08:28,46.0,3980.4774074074076,35.61205993437042,0.24,88.45505349794239
607,607,29958928.0,TOIIndiaNews,2009-09-04 10:36:00,113,998792,22.0,"New Delhi, India",0.0,1.0,0.0,0.933333333,4.433333333,212603,0,2021-07-06 16:08:28,23.0,4323.230879629629,49.176878570550386,0.21,196.51049452861952
608,608,123171317.0,NavbharatTimes,2010-03-15 06:49:00,103,758467,479.0,"Delhi, India",0.666666667,2.8,1.6,8.6,39.56666667,250352,0,2021-07-06 16:08:28,480.0,4131.388518518518,60.59754459737284,0.33,8.625028222376864
609,609,2251588934.0,TheOfficialSBI,2013-12-18 07:27:00,158,3752949,20.0,0,0.0,0.8666666670000001,1.1,0.0,0.033333333,347842,0,2021-07-06 16:08:28,21.0,2757.3621296296296,126.1502782903319,0.09,137.86810648148148
610,610,321271735.0,ndtvindia,2011-06-21 09:01:00,81,604495,35.0,New Delhi,0.2,2.0,0.066666667,63.4,245.8,116035,0,2021-07-06 16:08:28,36.0,3668.296851851852,31.631845700116255,0.19,104.80848148148148
611,611,1966507722.0,DDNewsHindi,2013-10-17 10:22:00,121,615255,68.0,नई दिल्ली/भारत,0.4,0.933333333,0.1,96.2,115.4333333,91163,0,2021-07-06 16:08:28,69.0,2819.240601851852,32.33601273340008,0.15,41.45942061546841
612,612,1734536606.0,News18_UK,2013-06-09 09:04:00,48,8764,42.0,"Dehradun, India",1.1,1.0,0.533333333,0.033333333,0.6333333329999999,70674,0,2021-07-06 16:08:28,43.0,2949.2947685185186,23.96301677078577,8.06,70.22130401234568
613,613,1.03e+18,Dilipdubey03,2018-08-26 11:10:00,0,28,147.0,0,1.066666667,0.266666667,2.0333333330000003,50.96666667,0.066666667,63,0,2021-07-06 16:08:28,148.0,1045.2072685185185,0.060275126185542593,2.25,7.110253527336861
614,614,4743832831.0,upcopsachin,2016-11-01 15:17:00,157,4081,391.0,"Agra, India",0.4,0.4,2.3,89.16666667,11.56666667,3926,0,2021-07-06 16:08:28,392.0,1708.0357407407407,2.2985467495530116,0.96,4.368377853556882
615,615,1331404556.0,AnjanaPed,2013-06-04 11:48:00,45,1108,796.0,0,0.233333333,0.4,2.0,1162.0,1.4333333330000002,11218,0,2021-07-06 16:08:28,797.0,2954.1808796296295,3.7973301084415723,10.12,3.7112825120975246
616,616,1712709144.0,SkochSameer,2013-08-30 13:19:00,160,126294,1723.0,India,0.833333333,2.5,10.16666667,2545.233333,16.66666667,7697,0,2021-07-06 16:08:28,1724.0,2867.117685185185,2.684577629921339,0.06,1.6640265149072462
617,617,7.23e+17,mobobistudios,2016-04-20 23:02:00,0,6679,3.0,0,0.166666667,0.533333333,1.0,1.466666667,5.266666667,55,0,2021-07-06 16:08:28,4.0,1902.712824074074,0.028906096234866608,0.01,634.2376080246913
618,618,7.23e+17,mobobistudios,2016-04-20 23:02:00,0,6678,3.0,0,0.166666667,0.533333333,1.0,1.466666667,5.266666667,55,0,2021-07-06 16:08:28,4.0,1902.712824074074,0.028906096234866608,0.01,634.2376080246913
619,619,3108258452.0,TAHLKANEWS,2015-03-26 12:06:00,129,2188,514.0,लखनऊ,0.0,1.0,0.0,0.0,0.0,96643,0,2021-07-06 16:08:28,515.0,2294.1683796296297,42.12550432571215,44.17,4.463362606283327
620,620,2318958582.0,rakeshbjpup,2014-01-30 14:05:00,82,3505,598.0,"Lucknow, India",0.233333333,0.5,1.6,150.0333333,80.33333333,5650,0,2021-07-06 16:08:28,599.0,2714.0857407407407,2.0817323178810025,1.61,4.538604917626657
621,621,9.71e+17,CyberDost,2018-05-03 09:27:00,156,54217,76.0,India,9.6,6.4,4.8,704.2666667000002,2009.0666670000005,432,0,2021-07-06 16:08:28,77.0,1160.2787962962964,0.3723243080705938,0.01,15.266826267056532
622,622,7.93e+17,spgrpjhansi,2016-01-11 10:14:00,80,2372,90.0,"Jhansi, India",0.0,0.7666666670000001,5.966666667,0.1,1.6,1653,0,2021-07-06 16:08:28,91.0,2003.2461574074075,0.8251606992419271,0.7,22.25829063786008
623,623,1.01e+18,kumbhMelaPolUP,2018-06-16 17:14:00,102,10433,21.0,"Sangam, Prayagraj",4.0,1.2,13.46666667,821.4666667,108.6666667,1385,0,2021-07-06 16:08:28,22.0,1115.9544907407408,1.241090036817428,0.13,53.14069003527337
624,624,305086188.0,NBTMumbai,2011-05-25 16:27:00,90,7558,63.0,Mumbai,0.133333333,0.7666666670000001,0.833333333,1.2,0.0,37578,0,2021-07-06 16:08:28,64.0,3694.9871296296296,10.16999482857919,4.97,58.650589359200474
625,625,444481070.0,AtulGargBJP,2011-12-23 09:14:00,133,17890,79.0,Ghaziabad,0.566666667,0.666666667,0.7,124.7,19.66666667,1726,0,2021-07-06 16:08:28,80.0,3483.2878240740743,0.49550886609802464,0.1,44.09225093764651
626,626,1.03e+18,sdrf_up,2018-09-08 12:12:00,135,582,122.0,"Lucknow, India",0.6,0.5,0.6,9.166666667000001,27.16666667,20,0,2021-07-06 16:08:28,123.0,1032.164212962963,0.019376761709832366,0.03,8.460362401335761
627,627,4738670125.0,UD197,2016-10-01 14:16:00,107,417,230.0,0,0.033333333,0.3666666670000001,4.866666667,338.7666667,0.966666667,1695,0,2021-07-06 16:08:28,231.0,1739.078101851852,0.9746543287475614,4.06,7.561209138486313
628,628,7.75e+17,SantoshMahiLko,2016-11-09 07:35:00,0,809,178.0,0,0.8,0.466666667,1.1,364.1,0.966666667,694,0,2021-07-06 16:08:28,179.0,1700.3565740740742,0.4081496849435339,0.86,9.552565022888057
629,629,9.3e+17,devmuraribapu65,2017-11-13 12:45:00,127,92,147.0,"Vrindavan, India",0.033333333,0.6333333329999999,0.7,0.033333333,0.7,22,0,2021-07-06 16:08:28,148.0,1331.1412962962963,0.016527171128423213,0.24,9.055382968002016
630,630,9.63e+17,wpl1090,2018-12-02 08:31:00,103,3297,4.0,"Uttar Pradesh, India",0.0,0.2,3.4,0.8,2.733333333,758,0,2021-07-06 16:08:28,5.0,947.3176851851852,0.8001539629779247,0.23,236.8294212962963
631,631,78858865.0,927BIGFM,2009-01-10 09:41:00,60,301908,441.0,INDIA,0.966666667,0.9,0.7,5.233333333,10.73333333,19524,0,2021-07-06 16:08:28,442.0,4560.2690740740745,4.281326317123993,0.06,10.340746199714454
632,632,8.42e+17,BPRDIndia,2017-03-16 17:55:00,160,6051,152.0,India,0.566666667,0.7333333329999999,0.566666667,15.63333333,6.966666667,1118,0,2021-07-06 16:08:28,153.0,1572.9260185185185,0.7107772309933581,0.18,10.348197490253412
633,633,1e+18,fireserviceup,2018-05-06 05:43:00,91,332,41.0,"Lucknow, India",0.133333333,0.666666667,0.066666667,22.93333333,21.0,11,0,2021-07-06 16:08:28,42.0,1157.434351851852,0.009503778752030652,0.03,28.230106142728097
