,Unnamed: 0,UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,SpammerOrNot,Current_Time,Reputation,AgeOfAccount,TweetPerDay,TweetPerFollower,AgeByFollowing
1377,1377,1469324900.0,bahraichpolice,2013-05-30 09:16:00,133,8597,262.0,"Bahraich, India",0.7333333329999999,0.466666667,2.133333333,12.63333333,2.066666667,10419,0,2021-07-06 16:08:28,263.0,2959.2864351851854,3.520781184315469,1.21,11.294986393836586
1378,1378,7.1e+17,bhadohipolice,2016-03-17 06:21:00,132,8367,117.0,"Bhadohi, India",0.133333333,0.533333333,1.9,11.4,14.56666667,14835,0,2021-07-06 16:08:28,118.0,1937.407962962963,7.657137930470867,1.77,16.559042418486865
1379,1379,4700682079.0,gondapolice,2016-03-01 05:06:00,130,9803,266.0,"Gonda, UP, India",0.7666666670000001,0.5,2.266666667,62.1,9.9,11392,0,2021-07-06 16:08:28,267.0,1953.4600462962962,5.8317036079641875,1.16,7.343834760512392
1380,1380,1487131213.0,balrampurpolice,2013-06-06 07:26:00,134,8768,237.0,BALRAMPUR,0.7333333329999999,0.166666667,2.466666667,34.03333333,0.2,16388,0,2021-07-06 16:08:28,238.0,2952.362824074074,5.550808276804406,1.87,12.45722710579778
1381,1381,7.34e+17,bastipolice,2016-05-22 14:10:00,131,11318,26.0,0,0.5,0.4,1.766666667,58.56666667,1.5,8235,0,2021-07-06 16:08:28,27.0,1871.0822685185185,4.401196109094813,0.73,71.96470263532764
1382,1382,1459352503.0,kushinagarpol,2013-05-26 10:41:00,135,15070,105.0,"Kushinagar, UP, India",0.7,0.4,1.666666667,65.43333333,11.23333333,7540,0,2021-07-06 16:08:28,106.0,2963.2274074074076,2.544522901331056,0.5,28.22121340388007
1383,1383,1469369988.0,santkabirnagpol,2013-05-30 10:02:00,139,11608,293.0,0,0.133333333,0.833333333,3.333333333,19.06666667,6.533333333,5339,0,2021-07-06 16:08:28,294.0,2959.254490740741,1.804170616858159,0.46,10.099844678296044
1384,1384,7.34e+17,fatehgarhpolice,2016-05-20 07:43:00,134,11917,143.0,0,0.2,0.3,1.8,24.6,1.3666666669999998,14825,0,2021-07-06 16:08:28,144.0,1873.3510185185185,7.91362635910268,1.24,13.100356772856772
1385,1385,7.34e+17,auraiyapolice,2016-05-21 07:20:00,132,12855,254.0,"Auraiya, UP, India",0.166666667,0.3666666670000001,1.866666667,27.56666667,4.333333333,11819,0,2021-07-06 16:08:28,255.0,1872.3669907407407,6.312330893701667,0.92,7.371523585593467
1386,1386,1469631464.0,etawahpolice,2013-05-30 12:27:00,131,11105,350.0,Etawah,0.2,0.266666667,1.233333333,25.03333333,4.2,20834,0,2021-07-06 16:08:28,351.0,2959.153796296296,7.040526256552135,1.88,8.454725132275131
1387,1387,7.13e+17,chitrakootpol,2016-03-23 05:10:00,128,13598,641.0,chirakoot Uttar Pradesh,0.533333333,0.333333333,2.5,56.46666667,3.3,11508,0,2021-07-06 16:08:28,642.0,1931.4572685185185,5.9581954970336755,0.85,3.0131938666435545
1388,1388,1469571846.0,jalaunpolice,2013-05-30 12:08:00,131,13968,197.0,"Jalaun, UP, India",0.166666667,0.266666667,1.4,29.56666667,1.4,13361,0,2021-07-06 16:08:28,198.0,2959.166990740741,4.515122006229011,0.96,15.021152237262644
1389,1389,1471554966.0,jhansipolice,2013-05-31 07:33:00,131,14937,220.0,SSP Office,0.433333333,0.6333333329999999,4.0,42.3,0.266666667,16757,0,2021-07-06 16:08:28,221.0,2958.357962962963,5.664290870066622,1.12,13.44708164983165
1390,1390,8.92e+17,trafficchd,2017-01-08 13:38:00,0,2636,12.0,"Chandigarh, India",0.033333333,0.4,3.966666667,0.2,0.3,2788,0,2021-07-06 16:08:28,13.0,1640.1044907407406,1.6998916933279178,1.06,136.67537422839504
1391,1391,1.02e+18,KhannaPolice,2018-07-13 04:19:00,152,100,2.0,"Police department Khanna, India",0.0,1.0,0.0,0.0,0.1,6401,0,2021-07-06 16:08:28,3.0,1089.492685185185,5.875211542987091,64.01,544.7463425925926
1392,1392,2954801713.0,RajaBrar_INC,2015-01-01 12:15:00,115,180786,198.0,"New Delhi, Delhi",0.2,0.6333333329999999,0.7333333329999999,2133.366667,516.0,7160,0,2021-07-06 16:08:28,199.0,2378.16212962963,3.0107282892083913,0.04,12.010919846614293
1393,1393,1.05e+18,faridkotpolice1,2018-10-18 09:37:00,152,72,26.0,0,0.0,0.566666667,0.2,0.066666667,0.566666667,19,0,2021-07-06 16:08:28,27.0,992.2718518518518,0.01914797841392032,0.26,38.164301994301994
1394,1394,1.05e+18,PPSM_SASNAGAR,2018-09-29 05:36:00,142,139,28.0,"Mohali, India",0.0,0.8,1.3666666669999998,0.0,0.666666667,132,0,2021-07-06 16:08:28,29.0,1011.439212962963,0.1305071014730705,0.95,36.122829034391536
1395,1395,9.92e+17,PPASRR2,2018-04-05 05:17:00,129,66,2.0,"Amritsar, India",0.0,0.2,1.6333333330000002,0.033333333,0.3666666670000001,9,0,2021-07-06 16:08:28,3.0,1188.4524074074075,0.007572873717032873,0.14,594.2262037037037
1396,1396,1.04e+18,sspofficefazil1,2018-09-24 10:34:00,140,65,12.0,"Fazilka, India",0.133333333,0.1,0.133333333,1.0,0.166666667,5,0,2021-07-06 16:08:28,13.0,1016.2322685185185,0.004920135046773401,0.08,84.6860223765432
1397,1397,1.01e+18,MuktsarSsp,2018-06-22 08:13:00,152,98,32.0,"SSP office Bathinda Road , Nea",1.6,0.9,0.4,0.433333333,1.5,271,0,2021-07-06 16:08:28,33.0,1110.3301851851852,0.2440715416151652,2.77,34.69781828703704
1398,1398,9.93e+17,TarnTaranPolice,2018-05-05 07:38:00,157,113,4.0,"Tarn Taran, India",0.1,0.2,0.166666667,0.9,0.5,10,0,2021-07-06 16:08:28,5.0,1158.3544907407406,0.008632935841259815,0.09,289.58862268518516
1399,1399,9.73e+17,pp_sangrur,2018-11-03 07:17:00,141,96,2.0,"Sangrur, India",0.033333333,1.333333333,0.1,0.066666667,1.6,33,0,2021-07-06 16:08:28,3.0,976.3690740740741,0.03379869444481851,0.34,488.18453703703705
1400,1400,9.66e+17,PP_Patiala,2018-02-19 12:27:00,156,135,52.0,"Patiala, India",0.133333333,0.666666667,1.6,0.333333333,1.3,42,0,2021-07-06 16:08:28,53.0,1233.1537962962964,0.03405901204387035,0.31,23.714496082621086
1401,1401,9.73e+17,pp_pathankot,2018-12-03 06:43:00,113,100,18.0,"Pathankot, India",0.033333333,0.3,0.3,0.133333333,1.233333333,11,0,2021-07-06 16:08:28,19.0,946.3926851851852,0.011623082228121383,0.11,52.577371399176954
1402,1402,9.73e+17,moga_pp,2018-12-03 04:56:00,152,86,98.0,"Moga, India",0.2,0.133333333,0.8666666670000001,18.06666667,0.133333333,20,0,2021-07-06 16:08:28,99.0,946.4669907407407,0.021131217671254702,0.23,9.657826436130007
1403,1403,9.73e+17,pp_mansa,2018-12-03 09:04:00,139,81,73.0,0,0.166666667,0.4,0.9,395.9333333,0.8666666670000001,31,0,2021-07-06 16:08:28,74.0,946.2947685185185,0.032759348388380474,0.38,12.962942034500253
1404,1404,9.92e+17,PP_Ldhrural,2018-03-05 10:02:00,159,42,6.0,0,0.0,0.033333333,0.0,0.0,0.0,1,0,2021-07-06 16:08:28,7.0,1219.2544907407407,0.0008201733170508679,0.02,203.20908179012346
1405,1405,9.73e+17,PPkhanna3,2018-11-03 08:01:00,0,16,26.0,0,0.0,0.0,0.066666667,0.0,0.0,2,0,2021-07-06 16:08:28,27.0,976.3385185185185,0.0020484698309708913,0.12,37.55148148148148
1406,1406,9.73e+17,PP_kapurthala,2018-12-03 03:58:00,124,104,51.0,0,0.0,1.0,0.0,0.0,1.666666667,60,0,2021-07-06 16:08:28,52.0,946.5072685185186,0.06339095535305558,0.58,18.558966049382718
1407,1407,9.73e+17,SMCelljal_Rural,2018-11-03 08:44:00,146,132,53.0,"Jalandhar, India",0.066666667,0.8,0.466666667,1.733333333,1.466666667,380,0,2021-07-06 16:08:28,54.0,976.3086574074074,0.3892211721333005,2.88,18.420918064290706
1408,1408,9.71e+17,CyberDost,2018-05-03 09:27:00,156,54215,76.0,India,9.6,6.4,4.8,704.2666667000002,2009.0666670000005,432,0,2021-07-06 16:08:28,77.0,1160.2787962962964,0.3723243080705938,0.01,15.266826267056532
1409,1409,7.68e+17,upgrp,2016-08-23 09:11:00,86,11993,181.0,"Lucknow, India",0.1,0.2,4.9,1.1,1.466666667,14593,0,2021-07-06 16:08:28,182.0,1778.2899074074073,8.206198516458619,1.22,9.824806118272969
1410,1410,4823608300.0,sangamchaudha20,2016-01-18 09:40:00,0,11,16.0,aligarh up,0.8666666670000001,0.0,1.5,1539.333333,0.0,114,0,2021-07-06 16:08:28,17.0,1996.2697685185185,0.057106510251168224,10.36,124.7668605324074
1411,1411,7.35e+17,deeepak34093,2016-05-25 14:13:00,0,27,15.0,0,0.2,0.1,0.6333333329999999,32.5,0.6333333329999999,9,0,2021-07-06 16:08:28,16.0,1868.0801851851852,0.004817780345498295,0.33,124.53867901234568
1412,1412,8.54e+17,Aalam__Ansari,2017-04-18 10:15:00,13,23,67.0,"Hapur, India",0.533333333,0.066666667,2.1,247.1,0.1,216,0,2021-07-06 16:08:28,68.0,1540.245462962963,0.14023738760735047,9.39,22.988738253178553
1413,1413,8.12e+17,HNN24X7,2016-12-23 09:55:00,115,1064,25.0,India,0.933333333,1.0,0.533333333,0.666666667,1.2,15380,0,2021-07-06 16:08:28,26.0,1656.2593518518518,9.285985303451257,14.45,66.25037407407407
1414,1414,1.01e+18,Rahulsiupp,2018-06-16 04:53:00,0,69,9.0,0,0.566666667,0.3,1.533333333,329.6333333,0.0,58,0,2021-07-06 16:08:28,10.0,1116.4690740740741,0.05194949089664788,0.84,124.0521193415638
1415,1415,7.03e+17,NewsStateHindi,2016-02-25 05:39:00,121,12980,158.0,"Noida, India",0.433333333,1.1,0.8666666670000001,0.2,1.533333333,79578,0,2021-07-06 16:08:28,159.0,1958.4371296296297,40.63342080072257,6.13,12.395171706516644
1416,1416,3187933218.0,_ShivamBhatt,2015-07-05 17:37:00,141,1228,217.0,"Lucknow, India",0.2,0.466666667,1.333333333,607.3333332999998,0.9,12784,0,2021-07-06 16:08:28,218.0,2192.9385185185183,5.8296207996914005,10.41,10.105707458610684
1417,1417,97367270.0,rjraunac,2009-12-17 04:53:00,133,794654,196.0,"New Delhi, India",0.2,0.333333333,1.233333333,1425.933333,369.0,17957,0,2021-07-06 16:08:28,197.0,4219.469074074074,4.255748693676706,0.02,21.52790343915344
1418,1418,471741741.0,PMOIndia,2012-01-23 06:24:00,37,28809021,450.0,India ,0.0,1.866666667,0.4,3899.833333,17010.33333,23106,0,2021-07-06 16:08:28,451.0,3452.4058796296295,6.692724090273762,0.0,7.672013065843621
1419,1419,471741741.0,PMOIndia,2012-01-23 06:24:00,37,28809022,450.0,India ,0.0,1.866666667,0.4,3899.833333,17010.33333,23106,0,2021-07-06 16:08:28,451.0,3452.4058796296295,6.692724090273762,0.0,7.672013065843621
1420,1420,7.92e+17,DelhiTimesTweet,2016-10-29 10:57:00,160,31062,506.0,Delhi/Gurgaon/Noida,1.866666667,0.966666667,1.133333333,12.56666667,35.53333333,13823,0,2021-07-06 16:08:28,507.0,1711.2162962962964,8.077880061052523,0.45,3.3818503879373445
1421,1421,78548416.0,AjayendraR,2009-09-30 08:19:00,85,2644,839.0,"Lucknow, India",0.3,0.833333333,0.333333333,256.1666667,2.266666667,19675,0,2021-07-06 16:08:28,840.0,4297.326018518518,4.578428519319756,7.44,5.121961881428508
1422,1422,2588841246.0,UPGovt,2014-06-26 04:44:00,89,850148,121.0,Lucknow,0.033333333,1.0,0.0,54.3,376.3333333,37877,0,2021-07-06 16:08:28,122.0,2567.4753240740743,14.752624745735321,0.04,21.218804331190697
1423,1423,18839785.0,narendramodi,2009-10-01 17:18:00,23,46938934,2157.0,India,0.066666667,2.0,0.2,8190.366667,31557.46667,23155,0,2021-07-06 16:08:28,2158.0,4295.951712962963,5.389958162269416,0.0,1.991632690293446
1424,1424,2543109397.0,MinistryWCD,2014-03-06 08:51:00,123,362841,224.0,"New Delhi, Delhi",0.8666666670000001,2.0,0.066666667,14.3,67.6,12260,0,2021-07-06 16:08:28,225.0,2679.3037962962962,4.575815559604501,0.03,11.961177662037036
1425,1425,2314959096.0,boxervijender,2014-01-28 06:05:00,37,3789087,41.0,India,0.5,0.6,0.8666666670000001,90.3,909.8666667,5860,0,2021-07-06 16:08:28,42.0,2716.419074074074,2.157251823155253,0.0,66.25412375790425
1426,1426,7.42e+17,IndiaSports,2016-06-13 10:43:00,117,52161,214.0,India,0.933333333,0.5,0.966666667,9.866666667,21.83333333,10158,0,2021-07-06 16:08:28,215.0,1849.2260185185185,5.493108953841099,0.19,8.641243077189339
1427,1427,948648084.0,unwomenindia,2012-11-14 23:02:00,143,555157,1767.0,"New Delhi, India",0.7,0.466666667,1.033333333,121.23333329999998,13.43333333,12641,0,2021-07-06 16:08:28,1768.0,3155.712824074074,4.005751063140236,0.02,1.7859155767255654
1428,1428,67378160.0,DainikBhaskar,2009-08-20 18:04:00,76,634501,46.0,India,8.933333333,4.0,1.333333333,12.53333333,87.9,119712,0,2021-07-06 16:08:28,47.0,4337.919768518518,27.59663764848374,0.19,94.30260366344605
1429,1429,2543109397.0,MinistryWCD,2014-03-06 08:51:00,123,362832,224.0,"New Delhi, Delhi",0.8666666670000001,2.0,0.066666667,14.3,67.6,12260,0,2021-07-06 16:08:28,225.0,2679.3037962962962,4.575815559604501,0.03,11.961177662037036
1430,1430,1.05e+18,BoomFactsHindi,2018-10-15 12:18:00,149,215,111.0,"Mumbai, India",0.033333333,1.0,0.266666667,0.933333333,1.1,177,0,2021-07-06 16:08:28,112.0,995.1600462962963,0.1778608382226998,0.82,8.965405822489156
1431,1431,1.03e+18,PoliceJodhpur,2018-08-17 17:53:00,154,726,68.0,"Jodhpur city, Rajasthan, India",0.333333333,0.466666667,1.9,6.233333332999999,2.333333333,388,0,2021-07-06 16:08:28,69.0,1053.9274074074074,0.36814679765701763,0.53,15.498932461873638
1432,1432,1e+18,PcrRural,2018-08-06 07:47:00,0,295,52.0,0,0.033333333,0.033333333,0.033333333,0.0,0.166666667,3,0,2021-07-06 16:08:28,53.0,1065.3482407407407,0.0028159806204909,0.01,20.487466168091167
1433,1433,1e+18,AjmerPcr,2018-05-31 07:06:00,155,766,58.0,"Ajmer, India",0.3,0.3,0.966666667,4.966666667,0.7333333329999999,10,0,2021-07-06 16:08:28,59.0,1132.376712962963,0.008830983439984494,0.01,19.523736430395914
1434,1434,1e+18,pcrjaipurrural,2018-05-30 13:58:00,160,675,75.0,"Jaipur, India",0.566666667,0.033333333,1.4333333330000002,9.266666667,0.0,367,0,2021-07-06 16:08:28,76.0,1133.090601851852,0.3238928991205101,0.54,15.107874691358026
1435,1435,1e+18,PCRRajsamand,2018-05-31 12:03:00,131,304,31.0,0,0.0,0.033333333,0.0,0.0,0.066666667,1,0,2021-07-06 16:08:28,32.0,1132.170462962963,0.0008832592199790618,0.0,36.521627837514934
1436,1436,1e+18,pcrnagaur,2018-01-06 10:53:00,160,595,46.0,"Nagaur, India",0.0,0.566666667,0.566666667,3.733333333,0.8,21,0,2021-07-06 16:08:28,47.0,1277.2190740740741,0.016441971801293406,0.04,27.76563204508857
1437,1437,8.12e+17,BharatpurPolice,2016-12-22 06:23:00,157,1187,43.0,"Bharatpur, India",0.8666666670000001,0.1,1.333333333,47.63333333,0.8666666670000001,510,0,2021-07-06 16:08:28,44.0,1657.4065740740741,0.30770965192105404,0.43,38.54433893195521
1438,1438,9.6e+17,AhmedabadPolice,2018-03-02 06:56:00,96,25080,24.0,"Ahmedabad, Gujarat",0.7,1.1,4.9,63.0,195.6,2850,0,2021-07-06 16:08:28,25.0,1222.3836574074073,2.331510228175544,0.11,50.9326523919753
1439,1439,143766231.0,dtptraffic,2010-05-14 10:06:00,40,1156779,21.0,"India, Delhi",0.0,0.8666666670000001,6.266666667000001,0.6333333329999999,3.133333333,153972,0,2021-07-06 16:08:28,22.0,4071.2517129629628,37.81932704130021,0.13,193.86912918871252
1440,1440,8.09e+17,JprRuralPolice,2016-12-13 05:21:00,160,1582,104.0,"Jaipur, India",1.233333333,0.3666666670000001,0.8,36.33333333,5.766666667000001,1127,0,2021-07-06 16:08:28,105.0,1666.4496296296297,0.6762880677350428,0.71,16.023554131054134
1441,1441,7.73e+17,Gulab_kataria,2016-05-09 08:58:00,78,5671,527.0,"Udaipur, India",0.133333333,0.666666667,1.666666667,814.6333333,22.06666667,1014,0,2021-07-06 16:08:28,528.0,1884.2989351851852,0.5381311749774703,0.18,3.5755198011104086
1442,1442,8.78e+17,IgpJaipur,2017-06-23 11:32:00,160,647,5.0,0,1.3,0.033333333,1.3666666669999998,49.63333333,0.1,377,0,2021-07-06 16:08:28,6.0,1474.1919907407407,0.2557333117856433,0.58,294.83839814814814
1443,1443,8.26e+17,ChghPolice,2017-01-31 07:38:00,159,335,24.0,0,0.933333333,0.2,1.033333333,47.76666667,3.333333333,591,0,2021-07-06 16:08:28,25.0,1617.3544907407406,0.36541154297554446,1.76,67.38977044753086
1444,1444,1.01e+18,PCR_Hanumangarh,2018-08-06 09:35:00,155,487,10.0,"Hanumangarh, India",0.8,0.166666667,1.533333333,37.43333333,0.0,388,0,2021-07-06 16:08:28,11.0,1065.2732407407407,0.3642258015701241,0.8,106.52732407407407
1445,1445,8.43e+17,dgpup,2017-03-18 05:57:00,99,617706,10.0,"DGP HQS Lucknow, UP",1.866666667,0.6,1.666666667,1120.233333,2005.166667,474,0,2021-07-06 16:08:28,11.0,1571.4246296296296,0.3016371202681973,0.0,157.14246296296295
1446,1446,143766231.0,dtptraffic,2010-05-14 10:06:00,40,1156797,21.0,"India, Delhi",0.0,0.8666666670000001,6.266666667000001,0.6333333329999999,3.133333333,153980,0,2021-07-06 16:08:28,22.0,4071.2517129629628,37.821292038938296,0.13,193.86912918871252
1447,1447,471741741.0,PMOIndia,2012-01-23 06:24:00,37,28809038,450.0,India ,0.0,1.866666667,0.4,3899.833333,17010.33333,23106,0,2021-07-06 16:08:28,451.0,3452.4058796296295,6.692724090273762,0.0,7.672013065843621
1448,1448,2541363451.0,HMOIndia,2014-02-06 12:15:00,36,2923138,131.0,"North Block, New Delhi",0.0,1.333333333,1.733333333,1796.9,2001.533333,5212,0,2021-07-06 16:08:28,132.0,2707.16212962963,1.9252633386656677,0.0,20.665359768165114
1449,1449,2541363451.0,HMOIndia,2014-02-06 12:15:00,36,2923139,131.0,"North Block, New Delhi",0.0,1.333333333,1.733333333,1796.9,2001.533333,5212,0,2021-07-06 16:08:28,132.0,2707.16212962963,1.9252633386656677,0.0,20.665359768165114
1450,1450,1850705408.0,DelhiPolice,2013-10-09 07:29:00,135,277326,53.0,"New Delhi, India",0.066666667,0.266666667,4.2,3.866666667,1.266666667,25012,0,2021-07-06 16:08:28,54.0,2827.3607407407408,8.846412712601754,0.09,53.346429070580015
1451,1451,3041294294.0,IPS_Association,2015-02-25 12:45:00,103,405932,1093.0,India,0.8,0.8,2.266666667,2133.633333,3548.733333,3002,0,2021-07-06 16:08:28,1094.0,2323.1412962962963,1.2922158479064465,0.01,2.125472366236319
1452,1452,7.55e+17,up100,2016-07-18 04:58:00,142,169684,83.0,"Uttar Pradesh, India",0.3,0.233333333,0.8666666670000001,1.8,14.23333333,59298,0,2021-07-06 16:08:28,84.0,1814.465601851852,32.68069669630562,0.35,21.861031347612673
1453,1453,1461856819.0,igrangealld,2013-05-27 11:02:00,143,21437,17.0,"16 Thornhill Road, Civil Lines",0.266666667,0.133333333,2.066666667,73.63333333,0.066666667,12216,0,2021-07-06 16:08:28,18.0,2962.212824074074,4.12394406665175,0.57,174.24781318082788
1454,1454,1398976800.0,igrangeagra,2013-03-05 06:29:00,138,17679,189.0,"Agra, India",1.8,0.066666667,3.733333333,76.33333333,0.0,47318,0,2021-07-06 16:08:28,190.0,3045.4024074074073,15.537519732993992,2.68,16.113240250832842
1455,1455,3379557374.0,igrangemeerut,2015-08-29 08:13:00,140,52021,94.0,"Meerut, Uttar Pradesh",0.666666667,0.266666667,3.1,21.03333333,0.2,27243,0,2021-07-06 16:08:28,95.0,2138.330185185185,12.740314937676795,0.52,22.748193459416864
1456,1456,7.23e+17,adgzoneagra,2016-04-20 07:17:00,141,23083,218.0,agra,0.9,0.166666667,1.8,31.5,0.0,27392,0,2021-07-06 16:08:28,219.0,1903.369074074074,14.391323455397268,1.19,8.731050798504926
1457,1457,7.35e+17,digrangealigarh,2016-05-24 07:13:00,142,14034,93.0,"Aligarh, India",0.666666667,0.1,2.3,96.96666667,0.0,30117,0,2021-07-06 16:08:28,94.0,1869.371851851852,16.110759328148255,2.15,20.100772600557548
1458,1458,720101708.0,upcoprahul,2012-07-27 12:50:00,121,336692,1993.0,"Lucknow, India",0.3666666670000001,0.333333333,1.7,312.3666667,7.333333333,14237,0,2021-07-06 16:08:28,1994.0,3266.137824074074,4.358970982504721,0.04,1.638804728587092
1459,1459,3259784640.0,uptrafficpolice,2015-06-29 11:19:00,149,90359,197.0,"Lucknow, Uttar Pradesh",0.833333333,0.1,2.666666667,91.86666667,0.533333333,5096,0,2021-07-06 16:08:28,198.0,2199.2010185185186,2.3172051836502408,0.06,11.163456946794511
1460,1460,1461970477.0,noidapolice,2013-05-27 12:06:00,130,54608,411.0,"Noida, India",0.533333333,0.566666667,2.433333333,17.53333333,2.8,77965,0,2021-07-06 16:08:28,412.0,2962.1683796296297,26.320245849679967,1.43,7.207222334865279
1461,1461,2587265450.0,ChiefSecyUP,2014-06-25 10:21:00,105,321941,73.0,Lucknow,0.666666667,0.266666667,2.0333333330000003,188.5333333,0.0,4258,0,2021-07-06 16:08:28,74.0,2568.2412962962962,1.6579439035345056,0.01,35.18138762049721
1462,1462,2587240482.0,CMOfficeUP,2014-06-25 10:13:00,141,2598964,224.0,Lucknow,0.7666666670000001,0.9,0.7333333329999999,72.76666667,497.73333330000014,18089,0,2021-07-06 16:08:28,225.0,2568.2468518518517,7.043326067724683,0.01,11.465387731481481
1463,1463,421701259.0,GaonConnection,2011-11-26 08:18:00,159,32049,685.0,"Lucknow, India",0.7666666670000001,1.0,0.2,3.1,8.733333333,52813,0,2021-07-06 16:08:28,686.0,3510.326712962963,15.045038344998408,1.65,5.124564544471479
1464,1464,4453205292.0,bstvlive,2015-04-12 13:27:00,81,30081,4.0,"Lucknow, India",1.266666667,0.8666666670000001,0.2,0.233333333,1.133333333,188491,0,2021-07-06 16:08:28,5.0,2277.1121296296296,82.7763365481075,6.27,569.2780324074074
1465,1465,3269755580.0,varanasitraffic,2015-06-07 06:44:00,137,13412,153.0,"Varanasi, Uttar Pradesh",0.0,0.7666666670000001,4.5,2.633333333,16.66666667,2317,0,2021-07-06 16:08:28,154.0,2221.3919907407408,1.0430396839719305,0.17,14.518901900266279
1466,1466,1.07e+18,ShamliTraffic,2018-05-12 11:17:00,22,29,8.0,"Shamli, India",0.033333333,0.1,0.1,0.033333333,0.0,3,0,2021-07-06 16:08:28,9.0,1151.2024074074075,0.002605970922833823,0.1,143.90030092592593
1467,1467,8.65e+17,OP_Singh83,2017-05-18 13:25:00,58,5385,44.0,New Delhi INDIA,1.166666667,0.5,1.533333333,127.6666667,11.6,105,0,2021-07-06 16:08:28,45.0,1510.1135185185185,0.06953119663679933,0.02,34.32076178451178
1468,1468,39240673.0,abpnewstv,2009-11-05 12:25:00,40,8254261,165.0,India,2.333333333,1.933333333,0.6,20.3,99.3,194592,0,2021-07-06 16:08:28,166.0,4261.1551851851855,45.66648984682383,0.02,25.825182940516274
1469,1469,18071358.0,ZeeNews,2008-12-12 06:01:00,152,4353545,45.0,India,0.333333333,0.8666666670000001,0.033333333,12.46666667,69.93333333,307263,0,2021-07-06 16:08:28,46.0,4589.421851851852,66.95026300012452,0.07,101.98715226337448
1470,1470,42606652.0,aajtak,2009-05-26 11:31:00,148,7925050,436.0,India,0.6,1.066666667,0.3,20.0,133.86666670000002,318083,0,2021-07-06 16:08:28,437.0,4424.192685185185,71.89628088874386,0.04,10.147230929323818
1471,1471,321271735.0,ndtvindia,2011-06-21 09:01:00,81,604500,35.0,New Delhi,0.2,2.0,0.066666667,63.4,245.8,116035,0,2021-07-06 16:08:28,36.0,3668.296851851852,31.631845700116255,0.19,104.80848148148148
1472,1472,7.22e+17,samachartoday4u,2016-04-17 12:02:00,108,1548,1756.0,"Uttar Pradesh, India",0.033333333,1.033333333,1.3666666669999998,0.466666667,1.166666667,64690,0,2021-07-06 16:08:28,1757.0,1906.1711574074075,33.93714134673257,41.79,1.0855188823504598
1473,1473,7.68e+17,mediaamantra,2016-08-22 10:58:00,128,1566,958.0,"Lucknow, India",0.4,1.0,0.6,3.4,4.533333333,14896,0,2021-07-06 16:08:28,959.0,1779.215601851852,8.372228741978134,9.51,1.8572187910770896
1474,1474,67378160.0,DainikBhaskar,2009-08-20 18:04:00,76,634524,46.0,India,8.933333333,4.0,1.333333333,12.53333333,87.9,119712,0,2021-07-06 16:08:28,47.0,4337.919768518518,27.59663764848374,0.19,94.30260366344605
1475,1475,461841349.0,ZeeNewsHindi,2012-12-01 07:52:00,110,1868923,22.0,India,2.0333333330000003,2.9,1.5,244.9666667,992.1666667000003,181029,0,2021-07-06 16:08:28,23.0,3139.3447685185183,57.66458077983866,0.1,142.69748947811448
1476,1476,98362607.0,News18India,2009-12-21 12:11:00,47,1035839,89.0,India,2.0333333330000003,2.0,1.5666666669999998,20.73333333,100.5333333,285844,0,2021-07-06 16:08:28,90.0,4215.164907407408,67.81324248967809,0.28,47.361403454015814
1477,1477,3266889528.0,allahabdtraffic,2015-03-07 09:06:00,138,7608,146.0,"Allahabad, India",0.7333333329999999,0.7,1.966666667,35.1,2.633333333,4937,0,2021-07-06 16:08:28,147.0,2313.2933796296297,2.1341867155606695,0.65,15.84447520294267
1478,1478,1.12e+18,Murat41222943,2019-04-21 07:25:00,139,17,761.0,İstanbul Beylikdüzü ,0.0,0.966666667,0.8666666670000001,0.0,0.466666667,207,1,2021-07-06 16:08:28,762.0,807.3635185185185,0.2563900835894061,12.18,1.0609244658587629
1479,1479,1.1e+18,Ar1_sa3,2019-02-24 06:28:00,7,96,111.0,0,0.466666667,0.533333333,0.0,0.0,1.2,139,1,2021-07-06 16:08:28,112.0,863.4031018518518,0.16099085085734438,1.45,7.778406322989656
1480,1480,9.79e+17,Stew45641594,2018-03-28 13:31:00,0,61,671.0,"Miami, FL/jamaica ",1.1,0.833333333,1.133333333,196.9333333,0.0,1090,1,2021-07-06 16:08:28,672.0,1196.109351851852,0.9112879172062569,17.87,1.7825772754871116
1481,1481,1.07e+18,fakesmilesonly,2018-11-24 04:11:00,47,15612,5799.0,0,0.0,0.333333333,0.3,2376.2,7666.333333,205,1,2021-07-06 16:08:28,5800.0,955.4982407407407,0.21454775242817375,0.01,0.16476948452159695
1482,1482,1.05e+18,BhonestTo,2018-09-10 15:58:00,160,2380,3719.0,Canton Ohio,0.4,0.533333333,1.266666667,985.4333332999997,0.0,5485,1,2021-07-06 16:08:28,3720.0,1030.0072685185185,5.325205139463912,2.3,0.27695812544192483
1483,1483,980500880.0,Ahmedsayedzz,2012-11-30 13:48:00,35,915,2834.0,"Cairo, Egypt",0.1,0.8666666670000001,1.0,16810.86667,0.033333333,11375,1,2021-07-06 16:08:28,2835.0,3140.0975462962965,3.6224989295051238,12.43,1.1080090142188768
